date,steps,distanceM,runDistance,caloriesBurned,distanceKm,runDistanceKm
15/05/2019,7737,5676,419,206,5.676,0.419
16/05/2019,11177,8691,194,310,8.691,0.194
17/05/2019,12242,9365,288,356,9.365,0.288
18/05/2019,7889,5497,551,193,5.497,0.551
19/05/2019,10354,7457,739,262,7.457,0.739
20/05/2019,2540,1664,204,60,1.664,0.204
21/05/2019,9344,6534,692,227,6.534,0.692
22/05/2019,10857,8552,309,336,8.552,0.309
23/05/2019,8186,5592,875,195,5.592,0.875
24/05/2019,6404,4392,177,250,4.392,0.177
25/05/2019,10495,7557,412,272,7.557,0.412
26/05/2019,12853,10287,4405,458,10.287,4.405
27/05/2019,2849,1868,365,70,1.868,0.365
28/05/2019,12215,8861,654,307,8.861,0.654
29/05/2019,4065,2881,248,107,2.881,0.248
30/05/2019,7143,5031,397,171,5.031,0.397
31/05/2019,2701,1841,154,62,1.841,0.154
01/06/2019,9280,6445,754,224,6.445,0.754
02/06/2019,12830,10386,3801,465,10.386,3.801
03/06/2019,8382,6477,238,249,6.477,0.238
04/06/2019,9773,6914,630,240,6.914,0.630
05/06/2019,10074,7235,326,238,7.235,0.326
06/06/2019,2276,1494,166,53,1.494,0.166
07/06/2019,4553,3315,136,110,3.315,0.136
08/06/2019,19479,14124,772,497,14.124,0.772
09/06/2019,14295,10426,450,374,10.426,0.450
10/06/2019,7550,6069,97,231,6.069,0.097
11/06/2019,8012,5612,562,194,5.612,0.562
12/06/2019,17709,13504,2334,523,13.504,2.334
13/06/2019,11018,7738,604,272,7.738,0.604
14/06/2019,7934,5919,229,215,5.919,0.229
15/06/2019,10819,7455,349,242,7.455,0.349
16/06/2019,19384,13933,190,447,13.933,0.190
17/06/2019,4300,3117,128,109,3.117,0.128
18/06/2019,6712,4589,243,153,4.589,0.243
19/06/2019,8164,5396,571,179,5.396,0.571
20/06/2019,10398,7555,379,263,7.555,0.379
21/06/2019,6358,4686,307,162,4.686,0.307
22/06/2019,8166,5931,1260,225,5.931,1.260
23/06/2019,7470,5084,497,165,5.084,0.497
24/06/2019,8302,6322,268,224,6.322,0.268
25/06/2019,8868,6510,292,217,6.510,0.292
26/06/2019,1999,1314,88,44,1.314,0.088
27/06/2019,7229,4905,562,169,4.905,0.562
28/06/2019,7848,5821,455,213,5.821,0.455
29/06/2019,8955,6188,419,201,6.188,0.419
30/06/2019,8210,5803,253,189,5.803,0.253
01/07/2019,4847,3337,252,109,3.337,0.252
02/07/2019,2271,1515,150,52,1.515,0.150
03/07/2019,10025,7411,444,260,7.411,0.444
04/07/2019,10453,7404,726,264,7.404,0.726
05/07/2019,3418,2379,241,85,2.379,0.241
06/07/2019,9694,6970,390,250,6.970,0.390
07/07/2019,9607,6939,377,231,6.939,0.377
08/07/2019,7005,5140,319,180,5.140,0.319
09/07/2019,5377,3946,175,142,3.946,0.175
10/07/2019,4479,3356,93,122,3.356,0.093
11/07/2019,10829,7720,996,275,7.720,0.996
12/07/2019,8698,6599,270,243,6.599,0.270
13/07/2019,10019,6999,383,242,6.999,0.383
14/07/2019,1045,694,25,22,0.694,0.025
15/07/2019,3391,2474,180,87,2.474,0.180
16/07/2019,2731,2032,55,68,2.032,0.055
17/07/2019,4963,3667,138,128,3.667,0.138
18/07/2019,14142,10238,426,357,10.238,0.426
19/07/2019,5739,4094,587,146,4.094,0.587
20/07/2019,8073,5690,337,198,5.690,0.337
21/07/2019,8866,6469,363,232,6.469,0.363
22/07/2019,13392,9804,521,352,9.804,0.521
23/07/2019,15964,11924,338,394,11.924,0.338
24/07/2019,6875,4617,703,155,4.617,0.703
25/07/2019,8287,6277,141,216,6.277,0.141
26/07/2019,15629,11104,1040,372,11.104,1.040
27/07/2019,25209,17715,766,575,17.715,0.766
28/07/2019,9637,6426,516,214,6.426,0.516
29/07/2019,21233,15732,174,510,15.732,0.174
30/07/2019,23896,16804,384,525,16.804,0.384
31/07/2019,21769,15202,477,486,15.202,0.477
01/08/2019,12326,8983,724,324,8.983,0.724
02/08/2019,10161,7207,513,260,7.207,0.513
03/08/2019,11322,7868,781,280,7.868,0.781
04/08/2019,13935,9688,530,322,9.688,0.530
05/08/2019,5846,3899,454,131,3.899,0.454
06/08/2019,8212,5632,504,188,5.632,0.504
07/08/2019,9077,6273,395,218,6.273,0.395
08/08/2019,7702,5269,308,174,5.269,0.308
09/08/2019,20895,14599,450,480,14.599,0.450
10/08/2019,7794,5230,595,172,5.230,0.595
11/08/2019,9756,6544,630,216,6.544,0.630
12/08/2019,8114,5498,533,194,5.498,0.533
13/08/2019,4107,3016,74,104,3.016,0.074
14/08/2019,11765,8265,709,287,8.265,0.709
15/08/2019,8472,5761,484,192,5.761,0.484
16/08/2019,6528,4830,246,182,4.830,0.246
17/08/2019,7766,5262,478,180,5.262,0.478
18/08/2019,7860,5308,617,182,5.308,0.617
19/08/2019,10462,7502,373,259,7.502,0.373
20/08/2019,16773,11737,166,377,11.737,0.166
21/08/2019,6531,4377,158,138,4.377,0.158
22/08/2019,4018,2749,128,86,2.749,0.128
23/08/2019,16446,11686,239,384,11.686,0.239
24/08/2019,10440,7244,144,227,7.244,0.144
25/08/2019,12626,9036,153,293,9.036,0.153
26/08/2019,7919,5520,630,189,5.520,0.630
27/08/2019,22259,15739,665,510,15.739,0.665
28/08/2019,30448,22104,964,728,22.104,0.964
29/08/2019,10783,7216,183,227,7.216,0.183
30/08/2019,20871,14776,515,477,14.776,0.515
31/08/2019,10005,7143,131,232,7.143,0.131
01/09/2019,8498,5924,764,203,5.924,0.764
02/09/2019,8061,5409,568,179,5.409,0.568
03/09/2019,12019,8357,750,278,8.357,0.750
04/09/2019,4771,3372,256,112,3.372,0.256
05/09/2019,10819,7518,815,260,7.518,0.815
06/09/2019,2825,1910,164,67,1.910,0.164
07/09/2019,10103,7099,1028,256,7.099,1.028
08/09/2019,9402,6589,686,238,6.589,0.686
09/09/2019,10081,7304,468,256,7.304,0.468
10/09/2019,3550,2382,156,82,2.382,0.156
11/09/2019,7171,4855,515,171,4.855,0.515
12/09/2019,1066,798,31,29,0.798,0.031
13/09/2019,1635,1057,84,34,1.057,0.084
14/09/2019,0,0,0,0,0.000,0.000
15/09/2019,17573,12094,832,398,12.094,0.832
16/09/2019,12705,8810,647,299,8.810,0.647
17/09/2019,2940,2190,65,81,2.190,0.065
18/09/2019,3185,2211,120,79,2.211,0.120
19/09/2019,6914,4969,426,179,4.969,0.426
20/09/2019,9528,6540,717,220,6.540,0.717
21/09/2019,10076,6965,736,237,6.965,0.736
22/09/2019,11509,8442,332,288,8.442,0.332
23/09/2019,6987,4698,660,165,4.698,0.660
24/09/2019,6959,4751,518,169,4.751,0.518
25/09/2019,6040,4072,425,144,4.072,0.425
26/09/2019,12974,9206,696,322,9.206,0.696
27/09/2019,2464,1744,238,66,1.744,0.238
28/09/2019,10887,7497,721,258,7.497,0.721
29/09/2019,7710,5319,609,186,5.319,0.609
30/09/2019,4187,3137,121,115,3.137,0.121
01/10/2019,7103,5134,618,188,5.134,0.618
02/10/2019,7573,5187,511,181,5.187,0.511
03/10/2019,7209,4816,576,157,4.816,0.576
04/10/2019,4196,3004,392,120,3.004,0.392
05/10/2019,9386,6471,504,217,6.471,0.504
06/10/2019,6356,4759,313,167,4.759,0.313
07/10/2019,7139,5182,305,181,5.182,0.305
08/10/2019,8763,6269,186,220,6.269,0.186
09/10/2019,10314,7154,823,249,7.154,0.823
10/10/2019,8784,6590,367,242,6.590,0.367
11/10/2019,7494,5318,418,181,5.318,0.418
12/10/2019,7628,5183,623,179,5.183,0.623
13/10/2019,7076,4908,456,170,4.908,0.456
14/10/2019,13518,9730,724,348,9.730,0.724
15/10/2019,4318,2923,303,102,2.923,0.303
16/10/2019,13996,10019,551,354,10.019,0.551
17/10/2019,3799,2570,304,91,2.570,0.304
18/10/2019,6401,4357,245,152,4.357,0.245
19/10/2019,2842,1918,274,70,1.918,0.274
20/10/2019,9281,6320,601,218,6.320,0.601
21/10/2019,10315,6958,730,238,6.958,0.730
22/10/2019,10128,7026,578,240,7.026,0.578
23/10/2019,5551,3902,277,137,3.902,0.277
24/10/2019,10485,7737,395,273,7.737,0.395
25/10/2019,7046,5220,144,176,5.220,0.144
26/10/2019,9909,7053,981,261,7.053,0.981
27/10/2019,14098,9886,573,342,9.886,0.573
28/10/2019,10299,7913,1052,308,7.913,1.052
29/10/2019,10266,7003,447,238,7.003,0.447
30/10/2019,11638,8412,436,288,8.412,0.436
31/10/2019,2269,1532,147,56,1.532,0.147
01/11/2019,5526,3966,283,136,3.966,0.283
02/11/2019,11300,7683,913,256,7.683,0.913
03/11/2019,12929,9088,555,315,9.088,0.555
04/11/2019,6407,4853,310,181,4.853,0.310
05/11/2019,6769,4791,281,164,4.791,0.281
06/11/2019,2687,1899,140,69,1.899,0.140
07/11/2019,863,558,140,26,0.558,0.140
08/11/2019,13100,9178,778,325,9.178,0.778
09/11/2019,9088,6238,527,212,6.238,0.527
10/11/2019,11640,8111,559,279,8.111,0.559
11/11/2019,6584,4746,351,171,4.746,0.351
12/11/2019,4105,2956,196,111,2.956,0.196
13/11/2019,16251,11547,633,403,11.547,0.633
14/11/2019,11271,7841,594,269,7.841,0.594
15/11/2019,2320,1672,232,63,1.672,0.232
16/11/2019,4570,3121,404,112,3.121,0.404
17/11/2019,10391,7151,628,236,7.151,0.628
18/11/2019,7676,5558,253,202,5.558,0.253
19/11/2019,5748,4180,486,162,4.180,0.486
20/11/2019,2605,1849,163,69,1.849,0.163
21/11/2019,11112,7763,972,281,7.763,0.972
22/11/2019,3691,2761,957,116,2.761,0.957
23/11/2019,8670,6028,588,211,6.028,0.588
24/11/2019,12548,8388,992,279,8.388,0.992
25/11/2019,7884,5527,380,188,5.527,0.380
26/11/2019,5718,3962,449,140,3.962,0.449
27/11/2019,6570,4869,262,179,4.869,0.262
28/11/2019,7477,5109,464,168,5.109,0.464
29/11/2019,3561,2471,181,91,2.471,0.181
30/11/2019,9637,6750,661,231,6.750,0.661
01/12/2019,689,445,98,19,0.445,0.098
02/12/2019,8782,5945,684,197,5.945,0.684
03/12/2019,11100,7960,541,279,7.960,0.541
04/12/2019,10366,7058,878,244,7.058,0.878
05/12/2019,7072,5009,284,170,5.009,0.284
06/12/2019,2303,1649,64,59,1.649,0.064
07/12/2019,1353,906,135,38,0.906,0.135
08/12/2019,9743,7545,110,263,7.545,0.110
09/12/2019,12201,8439,502,283,8.439,0.502
10/12/2019,9283,6382,467,214,6.382,0.467
11/12/2019,13363,9147,964,310,9.147,0.964
12/12/2019,3063,2108,223,71,2.108,0.223
13/12/2019,10501,7785,544,274,7.785,0.544
14/12/2019,16798,11981,452,393,11.981,0.452
15/12/2019,20192,14535,411,482,14.535,0.411
16/12/2019,22258,15920,822,524,15.920,0.822
17/12/2019,4242,3060,218,110,3.060,0.218
18/12/2019,10193,7430,392,264,7.430,0.392
19/12/2019,8593,5756,953,199,5.756,0.953
20/12/2019,4733,3194,309,107,3.194,0.309
21/12/2019,9650,6625,858,224,6.625,0.858
22/12/2019,8215,5535,463,184,5.535,0.463
23/12/2019,3685,2595,290,93,2.595,0.290
24/12/2019,1132,750,103,29,0.750,0.103
25/12/2019,1540,1008,131,35,1.008,0.131
26/12/2019,8259,5957,309,213,5.957,0.309
27/12/2019,7755,5440,642,184,5.440,0.642
28/12/2019,24003,16822,333,530,16.822,0.333
29/12/2019,25246,17441,590,550,17.441,0.590
30/12/2019,15295,11102,408,369,11.102,0.408
31/12/2019,2093,1362,195,49,1.362,0.195
01/01/2020,9927,6794,519,236,6.794,0.519
02/01/2020,25094,18562,1417,649,18.562,1.417
03/01/2020,15225,10853,623,372,10.853,0.623
04/01/2020,18389,13449,590,452,13.449,0.590
05/01/2020,17264,11999,1019,396,11.999,1.019
06/01/2020,8408,5810,484,198,5.810,0.484
07/01/2020,8419,5753,328,181,5.753,0.328
08/01/2020,5013,3486,390,123,3.486,0.390
09/01/2020,2870,1908,174,66,1.908,0.174
10/01/2020,10160,7749,181,259,7.749,0.181
11/01/2020,11940,8964,321,294,8.964,0.321
12/01/2020,9756,6700,619,220,6.700,0.619
13/01/2020,11308,7879,1071,278,7.879,1.071
14/01/2020,4952,3567,222,130,3.567,0.222
15/01/2020,1881,1367,37,48,1.367,0.037
16/01/2020,4626,3233,686,113,3.233,0.686
17/01/2020,3456,2421,204,86,2.421,0.204
18/01/2020,691,448,48,17,0.448,0.048
19/01/2020,8308,5662,977,193,5.662,0.977
20/01/2020,9974,6755,759,225,6.755,0.759
21/01/2020,4815,3478,1337,144,3.478,1.337
22/01/2020,8249,6285,194,232,6.285,0.194
23/01/2020,5052,3458,310,115,3.458,0.310
24/01/2020,1441,931,112,34,0.931,0.112
25/01/2020,11246,8590,202,292,8.590,0.202
26/01/2020,9607,6576,678,227,6.576,0.678
27/01/2020,6581,4583,824,155,4.583,0.824
28/01/2020,2480,1647,260,58,1.647,0.260
29/01/2020,8430,5836,421,200,5.836,0.421
30/01/2020,12381,8549,683,284,8.549,0.683
31/01/2020,8678,6347,176,224,6.347,0.176
01/02/2020,1473,1017,147,36,1.017,0.147
02/02/2020,8936,6053,868,204,6.053,0.868
03/02/2020,10061,7040,723,247,7.040,0.723
04/02/2020,6361,4557,372,161,4.557,0.372
05/02/2020,6456,4767,340,177,4.767,0.340
06/02/2020,4681,3333,178,118,3.333,0.178
07/02/2020,7922,5991,105,200,5.991,0.105
08/02/2020,6470,4328,501,139,4.328,0.501
09/02/2020,9012,6167,538,207,6.167,0.538
10/02/2020,8896,6482,353,231,6.482,0.353
11/02/2020,2149,1547,129,55,1.547,0.129
12/02/2020,10525,7445,656,256,7.445,0.656
13/02/2020,10985,9161,4770,438,9.161,4.770
14/02/2020,11345,8062,565,281,8.062,0.565
15/02/2020,2580,1731,271,60,1.731,0.271
16/02/2020,9038,6060,561,198,6.060,0.561
17/02/2020,7874,6310,3208,295,6.310,3.208
18/02/2020,3347,2400,98,83,2.400,0.098
19/02/2020,2340,1668,100,59,1.668,0.100
20/02/2020,5085,3623,269,128,3.623,0.269
21/02/2020,7991,5731,1267,209,5.731,1.267
22/02/2020,10862,7553,504,259,7.553,0.504
23/02/2020,7667,5061,577,175,5.061,0.577
24/02/2020,8624,5939,487,207,5.939,0.487
25/02/2020,10422,7135,607,233,7.135,0.607
26/02/2020,10574,7551,418,255,7.551,0.418
27/02/2020,3678,2575,256,97,2.575,0.256
28/02/2020,290,187,49,8,0.187,0.049
29/02/2020,9879,7038,475,239,7.038,0.475
01/03/2020,16030,11733,142,387,11.733,0.142
02/03/2020,8018,5793,538,204,5.793,0.538
03/03/2020,6619,4662,285,164,4.662,0.285
04/03/2020,7094,5011,151,178,5.011,0.151
05/03/2020,8793,6461,281,230,6.461,0.281
06/03/2020,8251,5854,354,199,5.854,0.354
07/03/2020,10404,7984,222,267,7.984,0.222
08/03/2020,445,288,69,12,0.288,0.069
09/03/2020,6714,4706,223,162,4.706,0.223
10/03/2020,9894,6860,594,242,6.860,0.594
11/03/2020,13369,9962,495,351,9.962,0.495
12/03/2020,10908,7499,628,249,7.499,0.628
13/03/2020,9717,6687,735,229,6.687,0.735
14/03/2020,5487,3663,650,118,3.663,0.650
15/03/2020,8465,5566,825,190,5.566,0.825
16/03/2020,7812,5328,393,182,5.328,0.393
17/03/2020,3513,2492,195,85,2.492,0.195
18/03/2020,6326,4474,309,156,4.474,0.309
19/03/2020,9415,6506,769,218,6.506,0.769
20/03/2020,8694,6166,260,203,6.166,0.260
21/03/2020,7636,5991,2660,269,5.991,2.660
22/03/2020,8741,5898,485,198,5.898,0.485
23/03/2020,3996,2753,250,98,2.753,0.250
24/03/2020,6798,4537,498,153,4.537,0.498
25/03/2020,10691,7613,753,261,7.613,0.753
26/03/2020,7427,5108,857,181,5.108,0.857
27/03/2020,2519,1693,154,56,1.693,0.154
28/03/2020,998,645,68,25,0.645,0.068
29/03/2020,6838,4502,405,144,4.502,0.405
30/03/2020,10034,6862,875,232,6.862,0.875
31/03/2020,9920,6858,531,225,6.858,0.531
01/04/2020,2927,1981,320,75,1.981,0.320
02/04/2020,2734,1878,176,69,1.878,0.176
03/04/2020,2306,1555,69,55,1.555,0.069
04/04/2020,9290,6210,718,203,6.210,0.718
05/04/2020,7911,5324,564,177,5.324,0.564
06/04/2020,7535,5043,575,163,5.043,0.575
07/04/2020,2299,1533,137,49,1.533,0.137
08/04/2020,13651,10641,3774,455,10.641,3.774
09/04/2020,9995,7652,175,267,7.652,0.175
10/04/2020,10085,7819,138,266,7.819,0.138
11/04/2020,1576,1043,142,36,1.043,0.142
12/04/2020,9451,7328,154,248,7.328,0.154
13/04/2020,5696,4955,3810,269,4.955,3.810
14/04/2020,4081,2664,310,100,2.664,0.310
15/04/2020,1656,1070,170,39,1.070,0.170
16/04/2020,2812,1878,201,70,1.878,0.201
17/04/2020,7960,6728,4229,348,6.728,4.229
18/04/2020,3040,2089,385,81,2.089,0.385
19/04/2020,4385,2925,395,96,2.925,0.395
20/04/2020,8760,6021,1026,208,6.021,1.026
21/04/2020,10300,7744,356,269,7.744,0.356
22/04/2020,4908,3588,96,135,3.588,0.096
23/04/2020,5218,3459,309,122,3.459,0.309
24/04/2020,8387,5647,626,192,5.647,0.626
25/04/2020,3462,2368,331,84,2.368,0.331
26/04/2020,10243,6956,504,233,6.956,0.504
27/04/2020,9921,6809,735,235,6.809,0.735
28/04/2020,8042,5584,374,188,5.584,0.374
29/04/2020,3208,2201,292,70,2.201,0.292
30/04/2020,1237,800,146,33,0.800,0.146
01/05/2020,2263,1491,136,53,1.491,0.136
02/05/2020,8791,5989,711,205,5.989,0.711
03/05/2020,9149,6287,733,218,6.287,0.733
04/05/2020,7248,4939,802,171,4.939,0.802
05/05/2020,5036,3519,492,125,3.519,0.492
06/05/2020,7735,5365,499,185,5.365,0.499
07/05/2020,2534,1771,169,68,1.771,0.169
08/05/2020,7144,4829,620,174,4.829,0.620
09/05/2020,7053,4750,368,161,4.750,0.368
10/05/2020,8820,6067,565,209,6.067,0.565
11/05/2020,3582,2616,162,95,2.616,0.162
12/05/2020,9219,7068,176,245,7.068,0.176
13/05/2020,7805,5219,726,171,5.219,0.726
14/05/2020,2871,1917,526,67,1.917,0.526
15/05/2020,10195,7012,1192,241,7.012,1.192
16/05/2020,1763,1140,159,43,1.140,0.159
17/05/2020,6429,4305,569,148,4.305,0.569
18/05/2020,3929,2690,505,92,2.690,0.505
19/05/2020,8874,6171,458,205,6.171,0.458
20/05/2020,3358,2295,167,74,2.295,0.167
21/05/2020,4609,3045,353,105,3.045,0.353
22/05/2020,7722,6083,2309,264,6.083,2.309
23/05/2020,7234,4887,350,162,4.887,0.350
24/05/2020,7930,5305,682,172,5.305,0.682
25/05/2020,9923,6825,826,227,6.825,0.826
26/05/2020,7442,6184,3053,284,6.184,3.053
27/05/2020,2306,1555,305,62,1.555,0.305
28/05/2020,3346,2181,372,78,2.181,0.372
29/05/2020,9217,7328,2578,306,7.328,2.578
30/05/2020,9130,6216,590,212,6.216,0.590
31/05/2020,7088,4689,554,160,4.689,0.554
01/06/2020,11182,7499,780,244,7.499,0.780
02/06/2020,4198,2756,345,95,2.756,0.345
03/06/2020,5498,3929,355,132,3.929,0.355
04/06/2020,3489,2304,166,77,2.304,0.166
05/06/2020,9785,7379,170,247,7.379,0.170
06/06/2020,63,41,0,2,0.041,0.000
07/06/2020,0,0,0,0,0.000,0.000
08/06/2020,0,0,0,0,0.000,0.000
09/06/2020,153,99,9,4,0.099,0.009
10/06/2020,0,0,0,0,0.000,0.000
11/06/2020,0,0,0,0,0.000,0.000
12/06/2020,0,0,0,0,0.000,0.000
13/06/2020,7790,5163,575,164,5.163,0.575
14/06/2020,6156,4166,453,142,4.166,0.453
15/06/2020,8833,6843,2218,279,6.843,2.218
16/06/2020,3019,2227,138,82,2.227,0.138
17/06/2020,11576,8656,2211,346,8.656,2.211
18/06/2020,4097,2688,221,90,2.688,0.221
19/06/2020,7103,4862,301,161,4.862,0.301
20/06/2020,8835,6013,624,198,6.013,0.624
21/06/2020,7465,4988,542,164,4.988,0.542
22/06/2020,9415,6390,556,213,6.390,0.556
23/06/2020,2623,1728,231,58,1.728,0.231
24/06/2020,145,94,24,4,0.094,0.024
25/06/2020,10093,7422,257,255,7.422,0.257
26/06/2020,2672,1746,165,60,1.746,0.165
27/06/2020,15661,11659,2724,450,11.659,2.724
28/06/2020,6730,4465,473,152,4.465,0.473
29/06/2020,10088,6984,595,232,6.984,0.595
30/06/2020,7257,5839,2136,256,5.839,2.136
01/07/2020,3382,2374,238,87,2.374,0.238
02/07/2020,6161,5257,3075,264,5.257,3.075
03/07/2020,8266,5752,415,193,5.752,0.415
04/07/2020,6441,4246,763,147,4.246,0.763
05/07/2020,5967,4055,393,141,4.055,0.393
06/07/2020,2163,1425,167,49,1.425,0.167
07/07/2020,2297,1520,192,51,1.520,0.192
08/07/2020,1154,746,108,25,0.746,0.108
09/07/2020,9316,7078,249,241,7.078,0.249
10/07/2020,1349,926,62,34,0.926,0.062
11/07/2020,5282,4532,2849,236,4.532,2.849
12/07/2020,1130,738,160,30,0.738,0.160
13/07/2020,8962,6164,788,213,6.164,0.788
14/07/2020,6041,4535,597,163,4.535,0.597
15/07/2020,542,350,32,13,0.350,0.032
16/07/2020,2873,1911,140,66,1.911,0.140
17/07/2020,1085,701,119,27,0.701,0.119
18/07/2020,6976,4735,523,153,4.735,0.523
19/07/2020,7955,5339,586,179,5.339,0.586
20/07/2020,12171,8591,682,280,8.591,0.682
21/07/2020,1954,1296,93,44,1.296,0.093
22/07/2020,3135,2053,166,73,2.053,0.166
23/07/2020,2492,1666,247,61,1.666,0.247
24/07/2020,6233,4456,379,152,4.456,0.379
25/07/2020,6958,4669,676,158,4.669,0.676
26/07/2020,9690,6628,1114,224,6.628,1.114
27/07/2020,3675,2512,233,86,2.512,0.233
28/07/2020,1595,1046,149,38,1.046,0.149
29/07/2020,6531,4491,1054,149,4.491,1.054
30/07/2020,10981,7477,218,257,7.477,0.218
31/07/2020,8228,5531,421,174,5.531,0.421
01/08/2020,7254,4941,680,165,4.941,0.680
02/08/2020,8865,5991,764,192,5.991,0.764
03/08/2020,8648,5898,579,201,5.898,0.579
04/08/2020,3136,2256,406,75,2.256,0.406
05/08/2020,1762,1222,98,44,1.222,0.098
06/08/2020,2213,1528,134,54,1.528,0.134
07/08/2020,6532,4544,595,152,4.544,0.595
08/08/2020,3172,2091,189,71,2.091,0.189
09/08/2020,7408,5078,452,158,5.078,0.452
10/08/2020,8456,5724,517,182,5.724,0.517
11/08/2020,7792,5664,220,191,5.664,0.220
12/08/2020,7789,5532,443,189,5.532,0.443
13/08/2020,1968,1380,96,45,1.380,0.096
14/08/2020,7575,5093,855,174,5.093,0.855
15/08/2020,7874,5344,775,181,5.344,0.775
16/08/2020,6885,4703,641,166,4.703,0.641
17/08/2020,6640,4522,587,143,4.522,0.587
18/08/2020,8053,5523,399,184,5.523,0.399
19/08/2020,6604,4434,342,144,4.434,0.342
20/08/2020,4985,3603,309,128,3.603,0.309
21/08/2020,699,452,98,19,0.452,0.098
22/08/2020,14422,10203,355,355,10.203,0.355
23/08/2020,1542,1117,57,39,1.117,0.057
24/08/2020,756,489,66,22,0.489,0.066
25/08/2020,3823,2747,193,98,2.747,0.193
26/08/2020,1025,663,116,23,0.663,0.116
27/08/2020,16064,11995,458,410,11.995,0.458
28/08/2020,587,379,85,21,0.379,0.085
29/08/2020,360,233,40,12,0.233,0.040
30/08/2020,481,311,50,15,0.311,0.050
31/08/2020,389,251,40,9,0.251,0.040
01/09/2020,665,430,62,19,0.430,0.062
02/09/2020,746,482,119,19,0.482,0.119
03/09/2020,434,281,65,13,0.281,0.065
04/09/2020,989,639,121,26,0.639,0.121
05/09/2020,1261,831,101,31,0.831,0.101
06/09/2020,1097,713,163,32,0.713,0.163
07/09/2020,531,343,48,13,0.343,0.048
08/09/2020,5173,3876,139,136,3.876,0.139
09/09/2020,3548,2468,299,87,2.468,0.299
10/09/2020,6006,4732,91,163,4.732,0.091
11/09/2020,13826,9991,930,338,9.991,0.930
12/09/2020,10553,7776,225,255,7.776,0.225
13/09/2020,1027,664,134,27,0.664,0.134
14/09/2020,2784,2006,72,71,2.006,0.072
15/09/2020,4506,3116,303,107,3.116,0.303
16/09/2020,533,345,106,17,0.345,0.106
17/09/2020,9728,6868,614,234,6.868,0.614
18/09/2020,5685,4364,241,153,4.364,0.241
19/09/2020,513,332,57,14,0.332,0.057
20/09/2020,1992,1327,164,51,1.327,0.164
21/09/2020,970,627,175,29,0.627,0.175
22/09/2020,4976,3464,233,121,3.464,0.233
23/09/2020,457,295,81,15,0.295,0.081
24/09/2020,4105,2939,197,106,2.939,0.197
25/09/2020,4933,3596,92,123,3.596,0.092
26/09/2020,18298,13070,603,434,13.070,0.603
27/09/2020,932,606,129,26,0.606,0.129
28/09/2020,414,268,70,13,0.268,0.070
29/09/2020,4022,2804,261,99,2.804,0.261
30/09/2020,15605,11831,358,396,11.831,0.358
01/10/2020,3473,2451,115,87,2.451,0.115
02/10/2020,5282,3839,188,137,3.839,0.188
03/10/2020,9992,7385,248,253,7.385,0.248
04/10/2020,2335,1659,146,58,1.659,0.146
05/10/2020,8271,6283,191,215,6.283,0.191
06/10/2020,7184,5159,197,174,5.159,0.197
07/10/2020,575,372,38,15,0.372,0.038
08/10/2020,644,416,105,20,0.416,0.105
09/10/2020,7371,5566,271,198,5.566,0.271
10/10/2020,1813,1279,213,44,1.279,0.213
11/10/2020,7973,5967,95,205,5.967,0.095
12/10/2020,10853,8516,204,296,8.516,0.204
13/10/2020,8525,6429,395,222,6.429,0.395
14/10/2020,7590,5546,238,189,5.546,0.238
15/10/2020,28293,21473,485,724,21.473,0.485
16/10/2020,2219,1649,144,61,1.649,0.144
17/10/2020,2039,1479,139,51,1.479,0.139
18/10/2020,4901,3714,58,126,3.714,0.058
19/10/2020,647,418,108,20,0.418,0.108
20/10/2020,8568,6493,219,221,6.493,0.219
21/10/2020,3275,2295,203,75,2.295,0.203
22/10/2020,4161,3001,129,105,3.001,0.129
23/10/2020,10213,7568,445,265,7.568,0.445
24/10/2020,327,211,51,10,0.211,0.051
25/10/2020,315,204,51,9,0.204,0.051
26/10/2020,534,345,67,13,0.345,0.067
27/10/2020,3679,2524,134,84,2.524,0.134
28/10/2020,612,396,76,17,0.396,0.076
29/10/2020,9458,6882,389,230,6.882,0.389
30/10/2020,13820,10516,507,361,10.516,0.507
31/10/2020,2610,1852,110,66,1.852,0.110
01/11/2020,11408,8276,424,286,8.276,0.424
02/11/2020,5480,4030,385,141,4.030,0.385
03/11/2020,3003,2068,129,73,2.068,0.129
04/11/2020,254,164,31,9,0.164,0.031
05/11/2020,923,597,136,27,0.597,0.136
06/11/2020,7638,5560,118,188,5.560,0.118
07/11/2020,6912,4771,364,161,4.771,0.364
08/11/2020,4216,2779,240,92,2.779,0.240
09/11/2020,7819,5936,187,202,5.936,0.187
10/11/2020,19232,14278,453,475,14.278,0.453
11/11/2020,493,319,111,15,0.319,0.111
12/11/2020,364,235,43,11,0.235,0.043
13/11/2020,4624,3152,259,108,3.152,0.259
14/11/2020,322,208,48,9,0.208,0.048
15/11/2020,361,233,57,12,0.233,0.057
16/11/2020,5666,3914,239,134,3.914,0.239
17/11/2020,6686,4919,184,167,4.919,0.184
18/11/2020,10102,7199,605,247,7.199,0.605
19/11/2020,6645,4946,261,171,4.946,0.261
20/11/2020,4697,3492,109,121,3.492,0.109
21/11/2020,465,301,122,17,0.301,0.122
22/11/2020,329,213,58,11,0.213,0.058
23/11/2020,4293,2974,253,105,2.974,0.253
24/11/2020,383,248,59,11,0.248,0.059
25/11/2020,3612,2582,163,88,2.582,0.163
