date,deepSleepTime,shallowSleepTime,wakeTime,startDateTime,stopDateTime,start,stop
14/11/2016,115,205,0,###############################################################################################################################################################################################################################################################,1479097740,2016-11-13 23:09:00,2016-11-14 04:29:00
13/11/2016,54,296,0,###############################################################################################################################################################################################################################################################,1479025800,2016-11-13 02:40:00,2016-11-13 08:30:00
12/11/2016,187,359,0,###############################################################################################################################################################################################################################################################,1478944200,2016-11-12 00:44:00,2016-11-12 09:50:00
11/11/2016,89,314,0,###############################################################################################################################################################################################################################################################,1478839980,2016-11-10 22:10:00,2016-11-11 04:53:00
10/11/2016,127,142,0,###############################################################################################################################################################################################################################################################,1478746200,2016-11-09 22:21:00,2016-11-10 02:50:00
9/11/2016,170,177,0,###############################################################################################################################################################################################################################################################,1478664000,2016-11-08 22:13:00,2016-11-09 04:00:00
8/11/2016,145,263,0,###############################################################################################################################################################################################################################################################,1478580420,2016-11-07 21:59:00,2016-11-08 04:47:00
7/11/2016,54,256,0,###############################################################################################################################################################################################################################################################,1478494860,2016-11-06 23:51:00,2016-11-07 05:01:00
6/11/2016,180,335,0,###############################################################################################################################################################################################################################################################,1478416620,2016-11-05 22:42:00,2016-11-06 07:17:00
5/11/2016,207,260,0,###############################################################################################################################################################################################################################################################,1478331180,2016-11-04 23:46:00,2016-11-05 07:33:00
4/11/2016,216,166,0,###############################################################################################################################################################################################################################################################,1478246400,2016-11-04 01:38:00,2016-11-04 08:00:00
3/11/2016,152,292,0,###############################################################################################################################################################################################################################################################,1478147400,2016-11-02 21:06:00,2016-11-03 04:30:00
2/11/2016,128,167,0,###############################################################################################################################################################################################################################################################,1478063400,2016-11-02 00:15:00,2016-11-02 05:10:00
1/11/2016,91,346,0,###############################################################################################################################################################################################################################################################,1477976340,2016-10-31 21:42:00,2016-11-01 04:59:00
31/10/2016,105,211,0,###############################################################################################################################################################################################################################################################,1477889940,2016-10-30 23:43:00,2016-10-31 04:59:00
30/10/2016,161,414,0,###############################################################################################################################################################################################################################################################,1477813680,2016-10-29 22:13:00,2016-10-30 07:48:00
29/10/2016,101,380,0,###############################################################################################################################################################################################################################################################,1477717200,2016-10-28 20:59:00,2016-10-29 05:00:00
28/10/2016,111,267,0,###############################################################################################################################################################################################################################################################,1477628940,2016-10-27 22:11:00,2016-10-28 04:29:00
27/10/2016,147,302,0,###############################################################################################################################################################################################################################################################,1477542360,2016-10-26 20:57:00,2016-10-27 04:26:00
26/10/2016,155,230,0,###############################################################################################################################################################################################################################################################,1477456500,2016-10-25 22:10:00,2016-10-26 04:35:00
25/10/2016,116,270,0,###############################################################################################################################################################################################################################################################,1477368480,2016-10-24 21:42:00,2016-10-25 04:08:00
24/10/2016,154,250,0,###############################################################################################################################################################################################################################################################,1477285500,2016-10-23 22:21:00,2016-10-24 05:05:00
23/10/2016,229,343,6,###############################################################################################################################################################################################################################################################,1477208760,2016-10-22 22:08:00,2016-10-23 07:46:00
22/10/2016,137,181,0,###############################################################################################################################################################################################################################################################,1477109340,2016-10-21 22:51:00,2016-10-22 04:09:00
21/10/2016,87,317,0,###############################################################################################################################################################################################################################################################,1477024200,2016-10-20 21:46:00,2016-10-21 04:30:00
20/10/2016,171,293,0,###############################################################################################################################################################################################################################################################,1476940260,2016-10-19 21:27:00,2016-10-20 05:11:00
19/10/2016,164,264,0,###############################################################################################################################################################################################################################################################,1476851040,2016-10-18 21:16:00,2016-10-19 04:24:00
18/10/2016,134,258,0,###############################################################################################################################################################################################################################################################,1476767100,2016-10-17 22:33:00,2016-10-18 05:05:00
17/10/2016,111,240,0,###############################################################################################################################################################################################################################################################,1476678900,2016-10-16 22:44:00,2016-10-17 04:35:00
16/10/2016,228,323,0,###############################################################################################################################################################################################################################################################,1476605640,2016-10-15 23:03:00,2016-10-16 08:14:00
15/10/2016,188,209,0,###############################################################################################################################################################################################################################################################,1476519960,2016-10-15 01:49:00,2016-10-15 08:26:00
14/10/2016,78,270,0,###############################################################################################################################################################################################################################################################,1476420060,2016-10-13 22:53:00,2016-10-14 04:41:00
13/10/2016,141,165,0,###############################################################################################################################################################################################################################################################,1476332640,2016-10-12 23:18:00,2016-10-13 04:24:00
12/10/2016,141,374,0,###############################################################################################################################################################################################################################################################,1476249600,2016-10-11 20:45:00,2016-10-12 05:20:00
11/10/2016,149,283,0,###############################################################################################################################################################################################################################################################,1476165180,2016-10-10 22:41:00,2016-10-11 05:53:00
10/10/2016,124,273,0,###############################################################################################################################################################################################################################################################,1476073740,2016-10-09 21:52:00,2016-10-10 04:29:00
9/10/2016,0,0,0,###############################################################################################################################################################################################################################################################,1475960400,2016-10-08 21:00:00,2016-10-08 21:00:00
2/10/2016,194,364,0,###############################################################################################################################################################################################################################################################,1475391660,2016-10-01 21:43:00,2016-10-02 07:01:00
1/10/2016,179,340,0,###############################################################################################################################################################################################################################################################,1475305080,2016-09-30 22:19:00,2016-10-01 06:58:00
30/09/2016,138,209,0,###############################################################################################################################################################################################################################################################,1475209800,2016-09-29 22:43:00,2016-09-30 04:30:00
29/09/2016,201,192,0,###############################################################################################################################################################################################################################################################,1475122920,2016-09-28 21:49:00,2016-09-29 04:22:00
28/09/2016,175,179,0,###############################################################################################################################################################################################################################################################,1475037480,2016-09-27 22:44:00,2016-09-28 04:38:00
27/09/2016,130,146,0,###############################################################################################################################################################################################################################################################,1474950180,2016-09-26 23:47:00,2016-09-27 04:23:00
26/09/2016,137,259,0,###############################################################################################################################################################################################################################################################,1474866540,2016-09-25 22:33:00,2016-09-26 05:09:00
25/09/2016,220,357,0,###############################################################################################################################################################################################################################################################,1474788480,2016-09-24 21:51:00,2016-09-25 07:28:00
24/09/2016,219,154,53,###############################################################################################################################################################################################################################################################,1474690440,2016-09-23 21:08:00,2016-09-24 04:14:00
23/09/2016,185,221,2,###############################################################################################################################################################################################################################################################,1474605900,2016-09-22 21:57:00,2016-09-23 04:45:00
22/09/2016,137,307,0,###############################################################################################################################################################################################################################################################,1474523040,2016-09-21 22:20:00,2016-09-22 05:44:00
21/09/2016,165,263,0,###############################################################################################################################################################################################################################################################,1474434900,2016-09-20 22:07:00,2016-09-21 05:15:00
20/09/2016,164,292,14,###############################################################################################################################################################################################################################################################,1474348980,2016-09-19 21:33:00,2016-09-20 05:23:00
19/09/2016,160,125,0,###############################################################################################################################################################################################################################################################,1474261200,2016-09-19 00:15:00,2016-09-19 05:00:00
18/09/2016,141,137,0,###############################################################################################################################################################################################################################################################,1474169460,2016-09-17 22:53:00,2016-09-18 03:31:00
17/09/2016,253,293,0,###############################################################################################################################################################################################################################################################,1474096860,2016-09-16 22:15:00,2016-09-17 07:21:00
16/09/2016,154,267,0,###############################################################################################################################################################################################################################################################,1474001400,2016-09-15 21:49:00,2016-09-16 04:50:00
15/09/2016,169,297,0,###############################################################################################################################################################################################################################################################,1473913320,2016-09-14 20:36:00,2016-09-15 04:22:00
14/09/2016,109,229,0,###############################################################################################################################################################################################################################################################,1473827400,2016-09-13 22:52:00,2016-09-14 04:30:00
13/09/2016,95,212,0,###############################################################################################################################################################################################################################################################,1473738840,2016-09-12 22:47:00,2016-09-13 03:54:00
12/9/2016,126,278,0,###############################################################################################################################################################################################################################################################,1473656220,2016-09-11 22:13:00,2016-09-12 04:57:00
11/9/2016,0,0,0,###############################################################################################################################################################################################################################################################,1473541200,2016-09-10 21:00:00,2016-09-10 21:00:00
10/9/2016,0,0,0,00/01/00 00:00:00,0,,
9/9/2016,0,0,0,00/01/00 00:00:00,0,,
8/9/2016,0,0,0,00/01/00 00:00:00,0,,
7/9/2016,0,0,0,00/01/00 00:00:00,0,,
6/9/2016,0,0,0,00/01/00 00:00:00,0,,
5/9/2016,0,0,0,00/01/00 00:00:00,0,,
4/9/2016,0,0,0,00/01/00 00:00:00,0,,
3/9/2016,0,0,0,00/01/00 00:00:00,0,,
2/9/2016,0,0,0,###############################################################################################################################################################################################################################################################,1472763600,2016-09-01 21:00:00,2016-09-01 21:00:00
1/9/2016,131,260,7,###############################################################################################################################################################################################################################################################,1472704860,2016-08-31 22:03:00,2016-09-01 04:41:00
31/08/2016,100,313,0,###############################################################################################################################################################################################################################################################,1472617800,2016-08-30 21:37:00,2016-08-31 04:30:00
30/08/2016,160,316,0,###############################################################################################################################################################################################################################################################,1472531340,2016-08-29 20:33:00,2016-08-30 04:29:00
29/08/2016,132,200,0,###############################################################################################################################################################################################################################################################,1472439300,2016-08-28 21:23:00,2016-08-29 02:55:00
28/08/2016,141,412,0,###############################################################################################################################################################################################################################################################,1472368320,2016-08-27 21:59:00,2016-08-28 07:12:00
27/08/2016,68,291,0,###############################################################################################################################################################################################################################################################,1472271420,2016-08-26 22:18:00,2016-08-27 04:17:00
26/08/2016,144,316,0,###############################################################################################################################################################################################################################################################,1472186340,2016-08-25 20:59:00,2016-08-26 04:39:00
25/08/2016,89,366,0,###############################################################################################################################################################################################################################################################,1472099880,2016-08-24 21:03:00,2016-08-25 04:38:00
24/08/2016,90,402,0,###############################################################################################################################################################################################################################################################,1472013480,2016-08-23 20:26:00,2016-08-24 04:38:00
23/08/2016,132,328,0,###############################################################################################################################################################################################################################################################,1471925280,2016-08-22 20:28:00,2016-08-23 04:08:00
22/08/2016,136,233,0,###############################################################################################################################################################################################################################################################,1471840560,2016-08-21 22:27:00,2016-08-22 04:36:00
21/08/2016,202,258,0,###############################################################################################################################################################################################################################################################,1471766700,2016-08-21 00:25:00,2016-08-21 08:05:00
20/08/2016,115,199,0,###############################################################################################################################################################################################################################################################,1471673220,2016-08-20 00:53:00,2016-08-20 06:07:00
19/08/2016,171,285,14,###############################################################################################################################################################################################################################################################,1471581540,2016-08-18 20:49:00,2016-08-19 04:39:00
18/08/2016,96,296,0,###############################################################################################################################################################################################################################################################,1471494240,2016-08-17 21:52:00,2016-08-18 04:24:00
17/08/2016,182,328,0,###############################################################################################################################################################################################################################################################,1471408140,2016-08-16 19:59:00,2016-08-17 04:29:00
16/08/2016,120,255,3,###############################################################################################################################################################################################################################################################,1471322340,2016-08-15 22:21:00,2016-08-16 04:39:00
15/08/2016,177,236,1,###############################################################################################################################################################################################################################################################,1471235460,2016-08-14 21:37:00,2016-08-15 04:31:00
14/08/2016,86,178,9,###############################################################################################################################################################################################################################################################,1471158960,2016-08-14 02:43:00,2016-08-14 07:16:00
13/08/2016,121,301,0,###############################################################################################################################################################################################################################################################,1471069620,2016-08-12 23:25:00,2016-08-13 06:27:00
12/8/2016,177,225,0,###############################################################################################################################################################################################################################################################,1470975840,2016-08-11 21:42:00,2016-08-12 04:24:00
11/8/2016,171,275,2,###############################################################################################################################################################################################################################################################,1470889440,2016-08-10 20:56:00,2016-08-11 04:24:00
10/8/2016,147,321,0,###############################################################################################################################################################################################################################################################,1470803400,2016-08-09 20:42:00,2016-08-10 04:30:00
9/8/2016,139,242,10,###############################################################################################################################################################################################################################################################,1470715200,2016-08-08 21:29:00,2016-08-09 04:00:00
8/8/2016,192,232,1,###############################################################################################################################################################################################################################################################,1470628500,2016-08-07 20:50:00,2016-08-08 03:55:00
7/8/2016,167,359,0,###############################################################################################################################################################################################################################################################,1470548640,2016-08-06 20:58:00,2016-08-07 05:44:00
6/8/2016,108,263,0,###############################################################################################################################################################################################################################################################,1470460260,2016-08-05 23:00:00,2016-08-06 05:11:00
5/8/2016,162,236,0,###############################################################################################################################################################################################################################################################,1470369540,2016-08-04 21:21:00,2016-08-05 03:59:00
4/8/2016,0,0,0,###############################################################################################################################################################################################################################################################,1470258000,2016-08-03 21:00:00,2016-08-03 21:00:00
3/8/2016,126,284,0,###############################################################################################################################################################################################################################################################,1470198780,2016-08-02 21:43:00,2016-08-03 04:33:00
2/8/2016,166,292,2,###############################################################################################################################################################################################################################################################,1470113040,2016-08-01 21:04:00,2016-08-02 04:44:00
1/8/2016,152,188,0,###############################################################################################################################################################################################################################################################,1470024840,2016-07-31 22:34:00,2016-08-01 04:14:00
31/07/2016,135,298,0,###############################################################################################################################################################################################################################################################,1469945220,2016-07-30 22:54:00,2016-07-31 06:07:00
30/07/2016,149,161,0,###############################################################################################################################################################################################################################################################,1469857140,2016-07-30 00:29:00,2016-07-30 05:39:00
29/07/2016,119,253,1,###############################################################################################################################################################################################################################################################,1469765580,2016-07-28 22:00:00,2016-07-29 04:13:00
28/07/2016,153,310,10,###############################################################################################################################################################################################################################################################,1469680620,2016-07-27 20:44:00,2016-07-28 04:37:00
27/07/2016,179,305,0,###############################################################################################################################################################################################################################################################,1469594460,2016-07-26 20:37:00,2016-07-27 04:41:00
26/07/2016,45,164,0,###############################################################################################################################################################################################################################################################,1469496360,2016-07-25 21:57:00,2016-07-26 01:26:00
25/07/2016,84,331,1,###############################################################################################################################################################################################################################################################,1469420700,2016-07-24 21:29:00,2016-07-25 04:25:00
24/07/2016,209,261,0,###############################################################################################################################################################################################################################################################,1469343780,2016-07-23 23:13:00,2016-07-24 07:03:00
23/07/2016,251,398,0,###############################################################################################################################################################################################################################################################,1469266080,2016-07-22 22:39:00,2016-07-23 09:28:00
22/07/2016,127,334,1,###############################################################################################################################################################################################################################################################,1469162040,2016-07-21 20:52:00,2016-07-22 04:34:00
21/07/2016,104,339,1,###############################################################################################################################################################################################################################################################,1469076000,2016-07-20 21:16:00,2016-07-21 04:40:00
20/07/2016,133,287,3,###############################################################################################################################################################################################################################################################,1468989120,2016-07-19 21:29:00,2016-07-20 04:32:00
19/07/2016,150,244,5,###############################################################################################################################################################################################################################################################,1468902900,2016-07-18 21:56:00,2016-07-19 04:35:00
18/07/2016,117,209,0,###############################################################################################################################################################################################################################################################,1468816440,2016-07-17 23:08:00,2016-07-18 04:34:00
17/07/2016,160,279,4,###############################################################################################################################################################################################################################################################,1468739640,2016-07-16 23:51:00,2016-07-17 07:14:00
16/07/2016,204,308,1,###############################################################################################################################################################################################################################################################,1468653660,2016-07-15 22:48:00,2016-07-16 07:21:00
15/07/2016,133,196,0,###############################################################################################################################################################################################################################################################,1468553220,2016-07-14 21:58:00,2016-07-15 03:27:00
14/07/2016,135,253,0,###############################################################################################################################################################################################################################################################,1468469340,2016-07-13 21:41:00,2016-07-14 04:09:00
13/07/2016,148,110,1,###############################################################################################################################################################################################################################################################,1468382340,2016-07-12 23:40:00,2016-07-13 03:59:00
12/7/2016,179,341,17,###############################################################################################################################################################################################################################################################,1468316160,2016-07-12 00:39:00,2016-07-12 09:36:00
11/7/2016,163,165,0,###############################################################################################################################################################################################################################################################,1468225200,2016-07-11 02:52:00,2016-07-11 08:20:00
10/7/2016,192,251,0,###############################################################################################################################################################################################################################################################,1468140120,2016-07-10 01:19:00,2016-07-10 08:42:00
9/7/2016,189,288,0,###############################################################################################################################################################################################################################################################,1468049880,2016-07-08 23:41:00,2016-07-09 07:38:00
8/7/2016,208,371,0,###############################################################################################################################################################################################################################################################,1467965400,2016-07-07 22:31:00,2016-07-08 08:10:00
7/7/2016,78,224,0,###############################################################################################################################################################################################################################################################,1467865380,2016-07-06 23:21:00,2016-07-07 04:23:00
6/7/2016,162,413,0,###############################################################################################################################################################################################################################################################,1467791460,2016-07-05 22:16:00,2016-07-06 07:51:00
5/7/2016,184,287,1,###############################################################################################################################################################################################################################################################,1467695340,2016-07-04 21:17:00,2016-07-05 05:09:00
4/7/2016,118,292,0,###############################################################################################################################################################################################################################################################,1467610140,2016-07-03 22:39:00,2016-07-04 05:29:00
3/7/2016,128,262,0,###############################################################################################################################################################################################################################################################,1467527940,2016-07-03 00:09:00,2016-07-03 06:39:00
2/7/2016,212,330,2,###############################################################################################################################################################################################################################################################,1467447060,2016-07-01 23:07:00,2016-07-02 08:11:00
1/7/2016,152,100,2,###############################################################################################################################################################################################################################################################,1467352620,2016-07-01 01:43:00,2016-07-01 05:57:00
30/06/2016,174,299,2,###############################################################################################################################################################################################################################################################,1467271740,2016-06-29 23:34:00,2016-06-30 07:29:00
29/06/2016,182,256,4,###############################################################################################################################################################################################################################################################,1467185280,2016-06-29 00:06:00,2016-06-29 07:28:00
28/06/2016,165,206,1,###############################################################################################################################################################################################################################################################,1467091800,2016-06-27 23:18:00,2016-06-28 05:30:00
27/06/2016,121,246,5,###############################################################################################################################################################################################################################################################,1467005400,2016-06-26 23:18:00,2016-06-27 05:30:00
26/06/2016,186,345,3,###############################################################################################################################################################################################################################################################,1466928660,2016-06-25 23:17:00,2016-06-26 08:11:00
25/06/2016,91,321,0,###############################################################################################################################################################################################################################################################,1466835600,2016-06-24 23:28:00,2016-06-25 06:20:00
24/06/2016,130,252,0,###############################################################################################################################################################################################################################################################,1466748840,2016-06-23 23:52:00,2016-06-24 06:14:00
23/06/2016,0,0,0,###############################################################################################################################################################################################################################################################,1466632800,2016-06-22 22:00:00,2016-06-22 22:00:00
22/06/2016,191,300,0,###############################################################################################################################################################################################################################################################,1466581500,2016-06-21 23:34:00,2016-06-22 07:45:00
21/06/2016,152,391,1,###############################################################################################################################################################################################################################################################,1466493840,2016-06-20 22:20:00,2016-06-21 07:24:00
20/06/2016,129,250,1,###############################################################################################################################################################################################################################################################,1466399820,2016-06-19 22:57:00,2016-06-20 05:17:00
19/06/2016,211,267,0,###############################################################################################################################################################################################################################################################,1466317140,2016-06-18 22:21:00,2016-06-19 06:19:00
18/06/2016,140,162,1,###############################################################################################################################################################################################################################################################,1466225520,2016-06-17 23:49:00,2016-06-18 04:52:00
17/06/2016,142,241,0,###############################################################################################################################################################################################################################################################,1466150280,2016-06-17 01:35:00,2016-06-17 07:58:00
